title,date,doi,parent_doi,proceedings_doi,type
IODP Expedition 361 Magnetic remanence (SRM-longcore),2020-01-27,https://doi.org/10.5281/zenodo.3755998,https://doi.org/10.5281/zenodo.3641972,https://doi.org/10.14379/iodp.proc.361.2017,info:eu-repo/semantics/other
IODP Expedition 362 Section summary,2020-03-31,https://doi.org/10.5281/zenodo.3731675,https://doi.org/10.5281/zenodo.3731674,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Alkalinity and pH,2020-03-31,https://doi.org/10.5281/zenodo.3751825,https://doi.org/10.5281/zenodo.3751824,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Vane shear strength (AVS),2020-03-31,https://doi.org/10.5281/zenodo.3751827,https://doi.org/10.5281/zenodo.3751826,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Carbonates composite report,2020-03-31,https://doi.org/10.5281/zenodo.3751829,https://doi.org/10.5281/zenodo.3751828,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Elemental analysis (CHNS),2020-03-31,https://doi.org/10.5281/zenodo.3751831,https://doi.org/10.5281/zenodo.3751830,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Closeup images,2020-03-31,https://doi.org/10.5281/zenodo.3751835,https://doi.org/10.5281/zenodo.3751834,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Core composite images,2020-03-31,https://doi.org/10.5281/zenodo.3752053,https://doi.org/10.5281/zenodo.3752052,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Core summary,2020-03-31,https://doi.org/10.5281/zenodo.3752066,https://doi.org/10.5281/zenodo.3752065,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Inorganic carbon (coulometer),2020-03-31,https://doi.org/10.5281/zenodo.3752071,https://doi.org/10.5281/zenodo.3752070,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Micropaleontology,2020-03-31,https://doi.org/10.5281/zenodo.3752075,https://doi.org/10.5281/zenodo.3752074,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Micropaleontology,2020-03-31,https://doi.org/10.5281/zenodo.7886588,https://doi.org/10.5281/zenodo.3752074,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Visual core description,2020-03-31,https://doi.org/10.5281/zenodo.3752077,https://doi.org/10.5281/zenodo.3752076,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Formation temperature,2020-03-31,https://doi.org/10.5281/zenodo.3752080,https://doi.org/10.5281/zenodo.3752079,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Core drilling summary,2020-03-31,https://doi.org/10.5281/zenodo.3752084,https://doi.org/10.5281/zenodo.3752083,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Gas safety report,2020-03-31,https://doi.org/10.5281/zenodo.3752086,https://doi.org/10.5281/zenodo.3752085,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Bulk density (GRA),2020-03-31,https://doi.org/10.5281/zenodo.3752092,https://doi.org/10.5281/zenodo.3752091,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 ICP-AES elemental analysis (interstitial water),2020-03-31,https://doi.org/10.5281/zenodo.3752098,https://doi.org/10.5281/zenodo.3752097,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Section-half images,2020-03-31,https://doi.org/10.5281/zenodo.3752105,https://doi.org/10.5281/zenodo.3752104,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Hole summary,2020-03-31,https://doi.org/10.5281/zenodo.3754505,https://doi.org/10.5281/zenodo.3754504,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Hole drilling summary,2020-03-31,https://doi.org/10.5281/zenodo.3754557,https://doi.org/10.5281/zenodo.3754556,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Rig instrumentation,2020-03-31,https://doi.org/10.5281/zenodo.3754565,https://doi.org/10.5281/zenodo.3754564,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Sample report,2020-03-31,https://doi.org/10.5281/zenodo.3754655,https://doi.org/10.5281/zenodo.3754654,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Piece log,2020-03-31,https://doi.org/10.5281/zenodo.3754665,https://doi.org/10.5281/zenodo.3754664,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Thin section images,2020-03-31,https://doi.org/10.5281/zenodo.3754700,https://doi.org/10.5281/zenodo.3754699,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Photomicrographs,2020-03-31,https://doi.org/10.5281/zenodo.3754704,https://doi.org/10.5281/zenodo.3754703,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Scanning electron microscope images,2020-03-31,https://doi.org/10.5281/zenodo.3754769,https://doi.org/10.5281/zenodo.3754768,https://doi.org/10.1437/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Scanning electron microscope images,2020-03-31,https://doi.org/10.5281/zenodo.3888982,https://doi.org/10.5281/zenodo.3754768,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Magnetic remanence (SRM-longcore),2020-03-31,https://doi.org/10.5281/zenodo.3754797,https://doi.org/10.5281/zenodo.3754796,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Magnetic remanence (spinner),2020-03-31,https://doi.org/10.5281/zenodo.3754801,https://doi.org/10.5281/zenodo.3754800,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Core orientation,2020-03-31,https://doi.org/10.5281/zenodo.3754955,https://doi.org/10.5281/zenodo.3754954,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Magnetic susceptibility (whole round),2020-03-31,https://doi.org/10.5281/zenodo.3754959,https://doi.org/10.5281/zenodo.3754958,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Magnetic susceptibility (section half),2020-03-31,https://doi.org/10.5281/zenodo.3754971,https://doi.org/10.5281/zenodo.3754970,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Natural gamma radiation,2020-03-31,https://doi.org/10.5281/zenodo.3754975,https://doi.org/10.5281/zenodo.3754974,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Bulk and grain density (MAD),2020-03-31,https://doi.org/10.5281/zenodo.3754978,https://doi.org/10.5281/zenodo.3754977,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 P-wave velocity logger (whole round),2020-03-31,https://doi.org/10.5281/zenodo.3755052,https://doi.org/10.5281/zenodo.3755051,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 P-wave velocity caliper (section/discrete),2020-03-31,https://doi.org/10.5281/zenodo.3755054,https://doi.org/10.5281/zenodo.3755053,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 P-wave velocity bayonet (section),2020-03-31,https://doi.org/10.5281/zenodo.3755056,https://doi.org/10.5281/zenodo.3755055,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Color reflectance,2020-03-31,https://doi.org/10.5281/zenodo.3755072,https://doi.org/10.5281/zenodo.3755071,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 RGB channels (calculated from core photos),2020-03-31,https://doi.org/10.5281/zenodo.3755074,https://doi.org/10.5281/zenodo.3755073,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Vane shear strength (Torvane),2020-03-31,https://doi.org/10.5281/zenodo.3755081,https://doi.org/10.5281/zenodo.3755080,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Compressional strength (penetrometer),2020-03-31,https://doi.org/10.5281/zenodo.3755089,https://doi.org/10.5281/zenodo.3755088,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Thermal conductivity,2020-03-31,https://doi.org/10.5281/zenodo.3755097,https://doi.org/10.5281/zenodo.3755096,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Interstitial water composite report,2020-03-31,https://doi.org/10.5281/zenodo.3755103,https://doi.org/10.5281/zenodo.3755102,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Ion chromatography,2020-03-31,https://doi.org/10.5281/zenodo.3755673,https://doi.org/10.5281/zenodo.3755672,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Salinity,2020-03-31,https://doi.org/10.5281/zenodo.3755680,https://doi.org/10.5281/zenodo.3755679,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Spectrophotometry,2020-03-31,https://doi.org/10.5281/zenodo.3755685,https://doi.org/10.5281/zenodo.3755684,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Titration,2020-03-31,https://doi.org/10.5281/zenodo.3755689,https://doi.org/10.5281/zenodo.3755688,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 X-ray diffraction (XRD),2020-03-31,https://doi.org/10.5281/zenodo.3755692,https://doi.org/10.5281/zenodo.3755691,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 X-ray diffraction (XRD),2020-03-31,https://doi.org/10.5281/zenodo.3909825,https://doi.org/10.5281/zenodo.3755691,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 X-ray diffraction (XRD),2020-03-31,https://doi.org/10.5281/zenodo.7886617,https://doi.org/10.5281/zenodo.3755691,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Bathymetry,2020-03-31,https://doi.org/10.5281/zenodo.3755695,https://doi.org/10.5281/zenodo.3755694,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Towed magnetometer,2020-03-31,https://doi.org/10.5281/zenodo.3755697,https://doi.org/10.5281/zenodo.3755696,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 362 Navigation,2020-03-31,https://doi.org/10.5281/zenodo.3755699,https://doi.org/10.5281/zenodo.3755698,https://doi.org/10.14379/iodp.proc.362.2017,info:eu-repo/semantics/other
IODP Expedition 361 ICP-AES elemental analysis (solids),2020-04-17,https://doi.org/10.5281/zenodo.3755805,https://doi.org/10.5281/zenodo.3755804,https://doi.org/10.14379/iodp.proc.361.2017,info:eu-repo/semantics/other
IODP Expedition 366 Alkalinity and pH,2020-03-31,https://doi.org/10.5281/zenodo.3776077,https://doi.org/10.5281/zenodo.3776076,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Closeup images,2020-03-31,https://doi.org/10.5281/zenodo.3787322,https://doi.org/10.5281/zenodo.3787320,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Vane shear strength (AVS),2020-03-31,https://doi.org/10.5281/zenodo.3787796,https://doi.org/10.5281/zenodo.3787795,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Core composite images,2020-03-31,https://doi.org/10.5281/zenodo.3787807,https://doi.org/10.5281/zenodo.3787806,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Core summary,2020-03-31,https://doi.org/10.5281/zenodo.3787821,https://doi.org/10.5281/zenodo.3787820,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Visual core description,2020-03-31,https://doi.org/10.5281/zenodo.3787827,https://doi.org/10.5281/zenodo.3787826,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Formation temperature,2020-03-31,https://doi.org/10.5281/zenodo.3787831,https://doi.org/10.5281/zenodo.3787830,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Core drilling summary,2020-03-31,https://doi.org/10.5281/zenodo.3787835,https://doi.org/10.5281/zenodo.3787834,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Gas safety report,2020-03-31,https://doi.org/10.5281/zenodo.3787839,https://doi.org/10.5281/zenodo.3787838,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Bulk density (GRA),2020-03-31,https://doi.org/10.5281/zenodo.3787881,https://doi.org/10.5281/zenodo.3787880,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Hole drilling summary,2020-03-31,https://doi.org/10.5281/zenodo.3787901,https://doi.org/10.5281/zenodo.3787900,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Hole summary,2020-03-31,https://doi.org/10.5281/zenodo.3787913,https://doi.org/10.5281/zenodo.3787912,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 ICP-AES elemental analysis (interstitial water),2020-03-31,https://doi.org/10.5281/zenodo.3787919,https://doi.org/10.5281/zenodo.3787918,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Ion chromatography,2020-03-31,https://doi.org/10.5281/zenodo.3787926,https://doi.org/10.5281/zenodo.3787925,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Interstitial water composite report,2020-03-31,https://doi.org/10.5281/zenodo.3787929,https://doi.org/10.5281/zenodo.3787928,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Interstitial water composite report,2021-03-24,https://doi.org/10.5281/zenodo.4634227,https://doi.org/10.5281/zenodo.3787928,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Section-half images,2020-03-31,https://doi.org/10.5281/zenodo.3787933,https://doi.org/10.5281/zenodo.3787932,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Bulk and grain density (MAD),2020-03-31,https://doi.org/10.5281/zenodo.3801538,https://doi.org/10.5281/zenodo.3801537,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Photomicrographs,2020-03-31,https://doi.org/10.5281/zenodo.3801576,https://doi.org/10.5281/zenodo.3801575,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Magnetic susceptibility (whole round),2020-03-31,https://doi.org/10.5281/zenodo.3801724,https://doi.org/10.5281/zenodo.3801723,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Magnetic susceptibility (section half),2020-03-31,https://doi.org/10.5281/zenodo.3801738,https://doi.org/10.5281/zenodo.3801737,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Natural gamma radiation,2020-03-31,https://doi.org/10.5281/zenodo.3801746,https://doi.org/10.5281/zenodo.3801745,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Bathymetry,2020-03-31,https://doi.org/10.5281/zenodo.3803681,https://doi.org/10.5281/zenodo.3803680,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Towed magnetometer,2020-03-31,https://doi.org/10.5281/zenodo.3803683,https://doi.org/10.5281/zenodo.3803682,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Navigation,2020-03-31,https://doi.org/10.5281/zenodo.3803685,https://doi.org/10.5281/zenodo.3803684,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Rig instrumentation,2020-03-31,https://doi.org/10.5281/zenodo.3803689,https://doi.org/10.5281/zenodo.3803688,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Piece log,2020-03-31,https://doi.org/10.5281/zenodo.3804544,https://doi.org/10.5281/zenodo.3804543,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 P-wave velocity caliper (section/discrete),2020-03-31,https://doi.org/10.5281/zenodo.3804584,https://doi.org/10.5281/zenodo.3804583,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 P-wave velocity logger (whole round),2020-03-31,https://doi.org/10.5281/zenodo.3804616,https://doi.org/10.5281/zenodo.3804615,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Handheld XRF,2020-03-31,https://doi.org/10.5281/zenodo.3804628,https://doi.org/10.5281/zenodo.3804627,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 RGB channels (calculated from core photos),2020-03-31,https://doi.org/10.5281/zenodo.3804656,https://doi.org/10.5281/zenodo.3804655,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Color reflectance,2020-03-31,https://doi.org/10.5281/zenodo.3804742,https://doi.org/10.5281/zenodo.3804741,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Salinity,2020-03-31,https://doi.org/10.5281/zenodo.3804941,https://doi.org/10.5281/zenodo.3804940,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Sample report,2020-03-31,https://doi.org/10.5281/zenodo.3805023,https://doi.org/10.5281/zenodo.3805022,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Section summary,2020-03-31,https://doi.org/10.5281/zenodo.3805025,https://doi.org/10.5281/zenodo.3805024,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Scanning electron microscope images,2020-03-31,https://doi.org/10.5281/zenodo.3805080,https://doi.org/10.5281/zenodo.3805079,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Spectrophotometry,2020-03-31,https://doi.org/10.5281/zenodo.3805213,https://doi.org/10.5281/zenodo.3805212,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Magnetic remanence (spinner),2020-03-31,https://doi.org/10.5281/zenodo.3805217,https://doi.org/10.5281/zenodo.3805216,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Magnetic remanence (SRM-discrete),2020-03-31,https://doi.org/10.5281/zenodo.3805513,https://doi.org/10.5281/zenodo.3805512,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Magnetic remanence (SRM-longcore),2020-03-31,https://doi.org/10.5281/zenodo.3805515,https://doi.org/10.5281/zenodo.3805514,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Thermal conductivity,2020-03-31,https://doi.org/10.5281/zenodo.3805575,https://doi.org/10.5281/zenodo.3805574,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Titration,2020-03-31,https://doi.org/10.5281/zenodo.3805607,https://doi.org/10.5281/zenodo.3805606,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 366 Thin section images,2020-03-31,https://doi.org/10.5281/zenodo.3805629,https://doi.org/10.5281/zenodo.3805628,https://doi.org/10.14379/iodp.proc.366.2018,info:eu-repo/semantics/other
IODP Expedition 368X Carbonates composite report,2020-08-07,https://doi.org/10.5281/zenodo.4464511,https://doi.org/10.5281/zenodo.4464510,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Carbonates composite report,2021-01-26,https://doi.org/10.5281/zenodo.4470053,https://doi.org/10.5281/zenodo.4464510,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Elemental analysis (CHNS),2021-01-26,https://doi.org/10.5281/zenodo.4464513,https://doi.org/10.5281/zenodo.4464512,https://doi.org/10.14379/iodp.proc.367369.2018,info:eu-repo/semantics/other
IODP Expedition 368X Closeup images,2021-01-26,https://doi.org/10.5281/zenodo.4464515,https://doi.org/10.5281/zenodo.4464514,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Core composite images,2021-01-26,https://doi.org/10.5281/zenodo.4473013,https://doi.org/10.5281/zenodo.4473012,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Core summary,2021-01-26,https://doi.org/10.5281/zenodo.4473029,https://doi.org/10.5281/zenodo.4473028,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Inorganic carbon (coulometer),2021-01-26,https://doi.org/10.5281/zenodo.4473031,https://doi.org/10.5281/zenodo.4473030,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Visual core description,2021-01-26,https://doi.org/10.5281/zenodo.4473066,https://doi.org/10.5281/zenodo.4473065,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Core drilling summary,2021-01-27,https://doi.org/10.5281/zenodo.4473287,https://doi.org/10.5281/zenodo.4473286,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Gas safety report,2021-01-27,https://doi.org/10.5281/zenodo.4473289,https://doi.org/10.5281/zenodo.4473288,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Bulk density (GRA),2021-01-27,https://doi.org/10.5281/zenodo.4473291,https://doi.org/10.5281/zenodo.4473290,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Hole drilling summary,2021-01-27,https://doi.org/10.5281/zenodo.4473293,https://doi.org/10.5281/zenodo.4473292,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Hole summary,2021-01-27,https://doi.org/10.5281/zenodo.4473295,https://doi.org/10.5281/zenodo.4473294,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Section-half images,2021-01-29,https://doi.org/10.5281/zenodo.4480132,https://doi.org/10.5281/zenodo.4480131,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Bulk and grain density (MAD),2021-01-29,https://doi.org/10.5281/zenodo.4480180,https://doi.org/10.5281/zenodo.4480179,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Photomicrographs,2021-01-29,https://doi.org/10.5281/zenodo.4480182,https://doi.org/10.5281/zenodo.4480181,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Magnetic susceptibility (whole round),2021-01-29,https://doi.org/10.5281/zenodo.4480184,https://doi.org/10.5281/zenodo.4480183,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Magnetic susceptibility (section half),2021-01-29,https://doi.org/10.5281/zenodo.4480186,https://doi.org/10.5281/zenodo.4480185,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Natural gamma radiation,2021-01-29,https://doi.org/10.5281/zenodo.4480188,https://doi.org/10.5281/zenodo.4480187,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Rig instrumentation,2021-01-29,https://doi.org/10.5281/zenodo.4480200,https://doi.org/10.5281/zenodo.4480199,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Subsea camera (VIT),2021-01-29,https://doi.org/10.5281/zenodo.4480202,https://doi.org/10.5281/zenodo.4480201,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Piece log,2021-01-29,https://doi.org/10.5281/zenodo.4480267,https://doi.org/10.5281/zenodo.4480266,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X P-wave velocity caliper (section/discrete),2021-01-29,https://doi.org/10.5281/zenodo.4480269,https://doi.org/10.5281/zenodo.4480268,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Hand held XRF,2021-01-29,https://doi.org/10.5281/zenodo.4480271,https://doi.org/10.5281/zenodo.4480270,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X RGB channels (calculated from core photos),2021-01-29,https://doi.org/10.5281/zenodo.4480273,https://doi.org/10.5281/zenodo.4480272,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Color reflectance,2021-01-29,https://doi.org/10.5281/zenodo.4480275,https://doi.org/10.5281/zenodo.4480274,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Sample report,2021-01-29,https://doi.org/10.5281/zenodo.4480291,https://doi.org/10.5281/zenodo.4480290,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Section summary,2021-01-29,https://doi.org/10.5281/zenodo.4480293,https://doi.org/10.5281/zenodo.4480292,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Magnetic remanence (spinner),2021-01-29,https://doi.org/10.5281/zenodo.4480295,https://doi.org/10.5281/zenodo.4480294,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X SRA (Source Rock Analysis),2021-01-29,https://doi.org/10.5281/zenodo.4480297,https://doi.org/10.5281/zenodo.4480296,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Magnetic remanence (SRM-longcore),2021-01-29,https://doi.org/10.5281/zenodo.4480299,https://doi.org/10.5281/zenodo.4480298,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
IODP Expedition 368X Thermal conductivity,2021-01-29,https://doi.org/10.5281/zenodo.4480301,https://doi.org/10.5281/zenodo.4480300,https://doi.org/10.14379/iodp.proc.367368.2018,info:eu-repo/semantics/other
